Cobi_24_1_S54	Cobi_24_2_S55	TNF_24_1_S58	TNF_24_2_S59	UT_24_1_S52	UT_24_2_S53
AC097709.1	0	0	0	0	0	2
RN7SL218P	0	0	0	0	0	0
CXCL3	9	8	46	62	2	9
PPBPP2	0	0	0	0	0	0
AC093677.3	0	0	0	0	0	0
AC093677.1	4	2	5	3	2	0
CXCL2	5	11	96	130	10	9
MTHFD2L	111	101	134	145	131	161
AC093677.2	5	4	3	1	4	12
EPGN	1	7	2	7	9	5
EREG	5638	5270	18411	18782	18502	19936
AC021180.1	0	0	0	0	0	0
AREG	2336	2270	13239	13774	12473	10350
AC239584.1	7	6	21	22	11	18
BTC	174	162	90	95	81	95
AC098825.1	0	0	0	0	0	0
HSPE1P23	0	0	0	0	0	0
PARM1	430	411	402	407	409	473
PARM1-AS1	5	2	0	2	3	3
AC110760.1	3	4	1	1	3	0
LINC02562	9	11	9	7	12	15
AC110760.2	0	0	0	0	0	0
AC093870.1	0	0	0	0	0	0
AC025244.1	0	0	0	0	0	0
AC025244.2	0	0	0	0	0	0
LINC02483	0	0	0	0	0	0
AC096759.1	0	0	0	0	0	0
AC096759.2	0	0	0	0	0	0
RCHY1	347	337	415	402	371	465
THAP6	224	222	263	284	314	331
ODAPH	3	0	0	0	0	3
CDKL2	36	38	26	21	36	32
G3BP2	3519	3549	3549	3319	3231	4085
AC104828.1	5	5	3	5	7	10
USO1	2456	2417	2101	2104	2290	2748
AC110615.1	0	1	0	0	0	0
RNU2-16P	0	0	0	0	0	0
PPEF2	2	1	0	1	0	0
NAAA	205	201	189	199	184	233
SDAD1	640	745	1092	955	1075	1091
AC112719.2	0	0	0	0	0	0
CXCL9	0	0	0	0	0	0
ART3	0	0	0	0	0	0
CXCL10	0	1	0	1	0	0
CXCL11	0	0	1	4	0	0
AC112719.1	0	0	0	0	0	0
NUP54	435	426	841	819	781	913
AC110795.1	0	2	0	2	3	3
SCARB2	2388	2366	1349	1386	1599	1875
FAM47E	45	42	7	9	18	16
AC034139.1	53	47	3	12	7	9
FAM47E-STBD1	414	438	341	324	308	428
STBD1	395	427	346	327	316	433
CCDC158	0	1	0	0	0	0
SNX5P1	1	0	1	2	0	0
RNU6-1000P	0	0	0	0	0	0
AC096743.2	0	0	0	0	0	0
AC096743.1	0	0	0	0	0	0
SHROOM3	632	726	594	614	743	740
AC112249.1	0	0	0	0	0	0
RNU6-145P	0	0	0	0	0	0
MIR4450	0	0	0	0	0	0
MIR548AH	0	0	0	0	0	0
AC107072.2	0	0	0	0	0	1
AC107072.1	0	0	0	0	0	0
AC104687.2	0	0	0	0	0	0
AC104687.1	0	0	0	0	0	0
SOWAHB	141	148	56	59	65	91
SEPTIN11	1991	1952	2958	3009	3064	3572
TXNP6	1	4	7	3	3	5
CCNI	3633	3657	3069	3132	3735	4196
RPL7P17	0	0	0	0	0	0
AC104771.1	1	4	4	1	1	0
RNU6-1187P	0	0	0	0	0	0
CCNG2	1257	1248	1162	1367	1155	1540
AC008638.3	0	0	0	0	0	0
AC008638.2	0	0	0	0	0	0
AC008638.1	0	0	0	0	0	0
AC092674.1	0	0	0	0	0	0
CXCL13	0	2	0	0	0	0
AC104701.1	0	0	0	0	0	0
CNOT6L	535	542	728	697	722	1042
MRPL1	455	483	573	550	647	783
AC112225.1	0	0	0	0	0	0
AC114801.2	0	0	0	0	0	0
HMGB1P44	0	2	0	0	0	1
HNRNPA1P56	0	0	0	0	0	0
AC114801.1	0	0	0	0	0	0
AC114801.3	0	0	0	0	0	0
FRAS1	3462	3544	1624	1518	1650	1624
SERBP1P5	53	66	114	111	119	148
MICOS10P4	0	0	0	0	0	0
ANXA3	2393	2426	2907	2927	2012	2130
AC112253.1	0	0	0	0	0	0
LINC01094	2	1	4	6	1	0
HIGD1AP13	0	0	0	0	0	0
AC112253.2	0	0	0	0	0	0
AC098818.1	0	0	0	0	0	0
AC098818.2	1	0	0	0	1	1
BMP2K	628	607	577	522	492	619
AC098818.3	0	0	0	0	0	0
PAQR3	518	482	858	772	616	836
RN7SL127P	0	0	1	0	0	0
LINC01088	6	12	5	7	10	6
NAA11	0	0	0	0	0	0
GK2	0	0	0	0	0	0
LINC00989	0	0	0	0	0	0
OR7E94P	0	0	0	0	0	0
AC092542.1	0	0	0	0	0	0
LINC02469	0	0	0	0	0	0
PCAT4	0	0	0	0	0	0
AC118141.1	0	0	0	0	0	0
ANTXR2	99	103	282	275	142	197
KPNA2P1	0	0	0	0	3	1
RPSAP39	0	0	0	1	0	0
AC021127.1	0	0	0	0	0	0
PRDM8	21	28	18	25	29	30
FGF5	0	0	0	0	0	0
CFAP299	0	0	0	0	0	0
AC105917.1	0	0	0	0	0	0
BMP3	0	0	0	0	0	0
PRKG2	41	31	32	38	47	56
AC139722.1	1	0	3	2	2	1
RNU5A-2P	0	0	0	0	0	0
RASGEF1B	2	2	0	1	1	2
MTCYBP44	0	0	0	0	0	0
COX5BP1	0	0	0	0	0	0
AC021863.1	0	0	0	0	0	0
NPM1P41	0	0	0	0	0	0
HNRNPA3P13	0	0	0	0	0	0
RNU6-499P	0	0	0	0	0	0
BIN2P1	0	0	0	0	0	0
VAMP9P	0	0	0	0	0	0
AC124016.3	11	9	6	1	9	5
HNRNPD	2735	2827	5855	5621	5549	6718
AC124016.2	5	5	7	10	7	8
IGBP1P4	0	0	0	0	0	0
AC124016.1	0	0	0	0	0	0
HNRNPDL	1643	1707	2660	2528	2521	3136
ENOPH1	480	433	1158	1069	1004	1235
TMEM150C	43	33	23	32	32	37
RPL7AP26	0	0	0	0	0	0
AC067942.1	10	2	2	5	2	2
AC067942.3	0	0	0	0	0	0
AC067942.2	2	0	0	2	4	1
LINC00575	0	0	0	0	0	0
AC067942.4	0	0	0	0	0	0
SCD5	1146	1104	544	517	718	963
AC073413.1	0	0	0	0	0	0
MIR575	0	0	0	0	0	2
AC073413.2	0	0	0	0	0	0
SEC31A	1672	1821	1314	1316	1406	1487
THAP9-AS1	665	674	1034	1130	1010	1069
THAP9	101	94	111	117	135	142
LIN54	318	373	464	453	519	604
AC021105.1	1	0	0	2	0	0
RNU6-615P	0	0	0	0	0	0
COPS4	945	787	533	414	681	684
AC073840.1	0	1	1	0	0	2
PLAC8	10	10	2	2	3	1
AC114781.2	3	3	0	0	0	3
AC114781.3	0	0	0	0	0	0
AC114781.1	0	0	0	0	0	0
COQ2	225	234	292	275	370	344
HPSE	487	465	254	274	339	403
AC114781.5	0	0	0	0	0	0
AC114781.4	0	0	0	0	0	0
HELQ	188	221	128	143	151	208
MRPS18C	358	326	407	378	415	472
ABRAXAS1	694	618	522	504	624	719
SLC25A14P1	0	0	0	0	0	0
RPL30P5	0	0	0	0	0	0
GPAT3	237	234	1501	1477	1245	1153
AC021192.1	0	0	0	0	0	0
AC021192.2	0	0	1	1	0	0
AC079160.1	0	0	0	0	0	0
RNU6-774P	0	0	0	0	0	0
AC025538.1	0	0	0	0	0	0
AC104063.1	0	0	0	0	0	0
NKX6-1	81	80	93	101	98	100
RPL3P13	0	0	0	0	0	0
CDS1	427	425	595	529	593	637
WDFY3	1150	1146	781	868	943	1097
RN7SL552P	0	0	0	2	0	0
WDFY3-AS1	0	0	0	0	0	0
RNU6-469P	1	0	1	0	0	1
WDFY3-AS2	64	66	39	31	64	58
AC108021.1	0	1	0	0	1	0
RN7SKP48	0	0	0	0	0	0
AC097488.1	0	0	0	0	0	0
ARHGAP24	20	24	20	22	13	21
MIR4451	0	0	0	0	0	0
MAPK10	15	14	2	3	7	5
MAPK10-AS1	0	0	0	0	0	0
RN7SKP96	0	0	0	0	0	0
MIR4452	0	0	0	0	0	0
PTPN13	920	967	587	605	760	740
SLC10A6	1	0	1	0	2	4
AC093827.1	0	0	0	0	0	0
C4orf36	18	15	13	28	39	35
AC093827.2	0	1	0	0	0	0
AC093827.5	23	29	28	39	53	51
AC093827.3	2	6	2	6	5	3
AC093827.4	18	19	27	19	26	20
AFF1	931	1024	870	908	1059	1278
TECRP1	9	10	2	8	23	13
KLHL8	497	504	858	800	810	1002
AC092658.1	0	1	1	0	0	0
GAPDHP60	1	0	0	0	0	0
AC108516.1	0	0	0	0	0	0
MIR5705	0	0	0	0	0	0
HSD17B13	6	13	18	18	15	21
AC108516.2	155	181	207	211	255	315
HSD17B11	681	643	793	788	878	1030
RN7SL681P	0	0	0	0	0	1
AC112250.1	0	0	0	0	0	0
NUDT9	222	216	179	165	214	208
AC112250.2	0	0	0	0	0	0
SPARCL1	1	2	0	0	0	0
AC093895.2	0	0	0	0	0	0
DSPP	0	1	0	0	1	0
DMP1	0	1	0	0	0	0
AC093895.1	0	0	0	0	0	0
CHCHD2P7	0	0	0	0	0	0
IBSP	0	0	0	0	0	0
MEPE	1	0	0	0	0	0
HSP90AB3P	271	273	328	336	321	391
AC131944.1	0	1	0	1	0	0
SPP1	18	24	5	4	23	21
RNU1-36P	0	0	0	0	0	0
PKD2	414	446	158	165	206	248
ABCG2	7	8	58	73	40	48
AC097484.1	0	0	0	0	0	0
RNU6-818P	0	0	0	0	0	0
RNU6ATAC31P	0	0	0	0	0	0
AC097484.2	0	0	0	0	0	0
RNU6-1298P	0	0	0	0	0	0
PPM1K	85	77	167	168	102	155
RNU6-112P	0	1	1	0	0	0
PPM1K-DT	0	1	0	1	0	1
AC107067.1	0	0	0	0	0	0
AC107067.3	0	0	0	0	0	0
AC107067.2	0	0	0	0	0	0
HERC6	397	519	175	171	122	137
HERC5	185	159	203	163	219	185
NCOA4P2	0	0	0	0	0	0
PYURF	688	681	700	638	811	936
PIGY	237	236	254	230	284	317
AC098582.1	156	173	310	303	321	421
PIGY-DT	1	0	1	0	1	1
AC083829.1	2	1	0	1	0	1
RN7SKP244	0	0	0	0	0	0
HERC3	158	175	315	311	326	424
RNU6-33P	0	1	0	0	0	0
NAP1L5	53	45	46	42	44	43
FAM13A-AS1	15	23	33	30	33	52
AC108065.2	0	2	4	1	2	1
AC108065.1	1	1	3	3	2	2
FAM13A	293	365	270	250	395	426
TIGD2	234	246	156	159	208	223
AC104785.1	2	2	1	0	3	1
RNU6-907P	0	0	0	0	0	0
GPRIN3	69	66	10	10	22	31
AC093866.1	206	166	41	58	106	124
AC097478.4	0	0	0	0	0	0
SNCA	32	26	10	11	21	21
AC097478.1	8	13	3	4	6	2
AC097478.3	1	2	0	1	1	1
AC097478.2	1	4	5	2	2	3
SNCA-AS1	0	0	1	0	0	0
MMRN1	2	3	1	0	2	0
AC105445.1	0	0	0	0	0	0
CCSER1	53	61	48	48	58	76
RN7SKP248	0	0	0	0	0	0
AC093729.1	0	0	0	0	0	0
TMSB4XP8	14	13	11	12	18	15
AC004054.1	0	0	0	0	0	0
AC074124.1	0	0	0	0	0	0
AC110774.1	2	3	1	1	1	6
KRT19P6	0	0	0	0	0	0
AC093810.1	0	0	0	0	0	0
PMPCAP1	0	0	0	0	0	0
AC097520.2	0	0	0	0	0	0
AC097520.1	0	0	0	0	0	0
LNCPRESS2	0	0	0	0	0	0
AC112695.1	0	0	0	0	0	0
GRID2	0	0	0	0	0	0
MTND1P19	0	0	0	0	0	0
AC095059.2	0	0	0	0	0	0
AC095059.1	0	0	0	0	0	0
AC020699.1	0	0	0	0	0	0
AC110800.1	0	0	0	0	0	0
RNA5SP164	0	0	0	0	0	0
ATOH1	2	2	0	0	0	1
AC096746.1	0	0	0	0	0	0
HMGB3P15	0	0	0	0	0	0
SMARCAD1	896	941	918	918	963	1140
HPGDS	0	0	0	0	0	0
AC109925.2	0	0	0	0	0	0
AC109925.1	0	0	0	0	0	0
PDLIM5	2329	2314	1463	1469	2218	2482
AC108067.1	0	0	0	0	0	0
BMPR1B-DT	0	0	0	0	0	0
BMPR1B	0	0	0	3	3	0
UNC5C	4	5	0	0	0	0
AC106881.1	0	0	0	0	0	0
RPL30P6	0	0	0	0	0	0
PDHA2	0	0	0	0	0	0
RNU6-1059P	0	0	0	0	0	0
RNU6-34P	0	0	0	0	0	0
AC096661.1	0	0	0	0	0	0
LINC02267	0	0	0	0	0	0
RN7SKP28	0	0	0	0	0	0
AC096585.1	0	0	0	0	0	0
COX7A2P2	0	0	0	0	0	0
AC108515.1	0	0	0	0	0	0
STPG2	1	3	3	5	1	3
AC034154.1	0	0	0	0	0	1
STPG2-AS1	9	8	0	0	2	1
CRYZP2	0	0	0	0	0	0
RPL5P12	0	0	0	0	0	0
DUTP8	0	0	0	0	0	0
AC019077.1	0	1	0	0	0	1
RAP1GDS1	563	540	838	821	757	859
AC058823.1	0	0	1	0	0	2
TSPAN5	773	839	1481	1430	1565	1564
AC108159.1	0	0	0	0	0	0
AC114811.2	20	23	12	14	26	17
AC114811.1	0	0	0	0	0	0
BTF3P13	0	0	0	0	0	0
EIF4E	835	854	1614	1564	1385	1651
TBCAP3	9	7	10	12	12	14
AC019131.1	0	0	0	0	0	1
FAM177A1P1	0	0	0	0	0	0
AC019131.3	1	0	0	0	4	3
RNU7-149P	0	0	0	0	0	0
NDUFS5P4	0	0	0	0	0	0
METAP1	1586	1654	2126	1983	2163	2596
MIR3684	0	0	0	0	0	0
ABT1P1	0	0	0	0	0	0
AC019131.2	3	2	1	1	3	3
ADH5	2304	2208	2183	2131	2733	3118
AP002026.1	82	75	37	33	46	70
ADH4	0	0	0	0	0	0
PCNAP1	0	0	0	0	0	0
ADH6	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0
ADH7	0	0	0	0	0	0
AP001960.1	0	0	0	0	0	0
C4orf17	0	0	0	0	0	0
TRMT10A	122	122	209	191	158	170
MTTP	10	9	3	1	8	9
AC083902.1	0	0	0	0	0	0
C4orf54	1	0	1	0	0	1
DAPP1	7	24	22	20	3	3
AP001962.1	0	1	0	0	0	0
LAMTOR3	251	258	330	331	348	316
DNAJB14	1052	896	939	933	862	1168
AC097460.2	0	0	1	0	0	0
H2AZ1	2326	2401	7108	6701	8284	8977
H2AZ1-DT	4	0	8	4	7	13
AC097460.1	0	0	0	0	0	0
DYNLL1P6	0	0	0	0	0	0
DDIT4L	706	771	51	46	136	173
AP001961.1	0	1	0	0	0	0
EMCN	0	0	0	0	0	1
AC097459.1	0	0	0	0	0	0
LINC01216	0	0	0	0	0	0
LINC01217	0	0	0	0	1	0
LINC01218	2	3	0	0	1	0
PPP3CA	3774	3614	1867	1897	2940	3817
MIR8066	0	0	0	0	0	0
MIR1255A	1	0	1	1	0	0
AP001816.1	138	115	67	69	175	223
BANK1	64	69	34	33	92	81
AC084277.1	0	0	0	0	0	0
RNU6-462P	0	0	0	0	0	0
MTND5P5	0	0	0	0	0	0
AP002075.1	0	0	0	0	0	0
SLC39A8	318	310	533	506	497	580
RN7SL728P	0	0	0	0	0	0
AC098487.1	12	14	23	21	38	22
AF213884.2	0	0	0	0	0	0
AF213884.3	0	1	1	1	0	0
NFKB1	496	526	1995	1929	669	709
MANBA	498	506	237	261	378	421
AF213884.1	0	0	0	0	0	0
LRRC37A15P	5	4	5	1	4	6
KRT8P46	4	4	3	5	3	3
AC018797.1	0	0	0	0	0	0
AC018797.2	0	0	0	0	0	0
UBE2D3	2936	2983	4233	4222	3523	4375
AC018797.3	0	0	0	0	0	0
UBE2D3-AS1	23	14	20	32	20	19
RNU7-151P	0	0	1	0	0	0
CISD2	620	538	750	674	798	969
SLC9B1	12	7	20	13	19	18
PABPC1P7	0	0	0	0	0	0
ACTR3BP4	0	0	0	0	0	0
SLC9B2	377	380	364	305	326	320
BDH2	317	322	54	38	90	104
CENPE	369	379	1625	1698	1533	1774
LINC02428	0	0	0	0	0	0
AC105460.2	13	5	3	2	11	9
AC105460.1	1004	1046	893	822	758	822
DDX3P3	1	1	0	0	4	0
TACR3	0	0	0	0	0	0
AC004047.1	0	0	0	0	0	0
RNU6-635P	0	0	0	0	0	0
LINC02503	0	0	0	0	0	0
AC004052.1	0	0	0	0	0	0
CXXC4	58	83	13	20	31	55
CXXC4-AS1	1	1	0	0	0	0
AC004063.1	0	1	0	0	0	0
AC004053.1	0	0	0	0	0	0
AC105918.1	0	0	0	0	0	0
AC096577.1	0	0	0	0	0	0
RNU6-351P	0	0	0	0	0	0
AC096577.2	0	0	0	0	0	0
AC004069.2	0	0	0	0	0	0
AC004069.3	0	0	0	0	0	0
AC004069.1	0	3	6	0	2	4
TET2	440	476	365	366	382	419
TET2-AS1	0	0	0	0	1	0
RN7SL89P	0	0	0	0	0	0
PPA2	812	818	758	724	910	1076
RNU6-553P	0	0	0	0	0	0
EEF1A1P9	13	12	11	15	13	19
PIMREGP2	0	0	0	0	0	0
ATP5F1EP1	0	0	0	0	0	0
AC004066.1	0	0	0	0	0	0
ARHGEF38	0	0	0	0	0	0
ARHGEF38-IT1	0	0	0	0	0	0
AC105391.1	0	0	0	0	0	0
INTS12	193	212	256	267	259	276
GSTCD	259	236	495	502	580	720
GSTCD-AS1	0	0	0	0	0	0
NPNT	531	561	416	432	378	450
AC109361.2	0	1	0	0	0	0
AC109361.1	3	0	1	1	5	1
TBCK	332	373	180	167	249	266
AIMP1	957	935	1107	1123	948	1083
GIMD1	0	0	0	0	0	0
LINC02173	0	0	0	0	0	0
AC092445.1	0	0	0	0	0	0
ACTR6P1	0	0	0	0	0	0
DKK2	0	0	0	0	0	0
RAC1P5	0	0	0	0	0	0
AC104663.1	0	0	0	0	0	0
RNU6-551P	0	0	0	0	0	0
PAPSS1	1433	1519	972	836	1233	1369
SGMS2	476	447	881	803	603	699
AC096564.1	0	0	2	1	7	3
RNU6-733P	0	0	0	0	0	0
CYP2U1	284	266	93	99	161	173
AC096564.2	0	0	0	0	1	0
HADH	290	315	338	296	495	567
LEF1	0	0	0	0	0	0
LEF1-AS1	0	0	0	0	0	0
RPSAP34	0	0	0	0	0	0
ZACNP1	0	0	0	0	0	0
EXOC7P1	0	0	0	0	0	0
RPL34-AS1	4	5	3	3	5	5
RPL34	4223	4026	3721	3459	4593	5202
OSTC	958	1002	1084	1008	1047	1292
RNU6-431P	2	0	0	2	2	1
AC107071.1	3	1	2	4	7	2
ETNPPL	0	0	0	0	0	0
AC097473.1	0	0	0	0	0	0
RCC2P8	0	0	0	0	0	0
COL25A1	17	11	0	1	1	4
COL25A1-DT	0	0	0	0	0	0
RBMXP4	4	3	0	0	0	1
SEC24B-AS1	32	16	10	13	18	25
SEC24B	724	718	859	871	921	1079
RN7SL55P	0	0	0	0	0	0
MIR576	0	0	1	0	0	1
SETP20	0	0	0	0	0	2
CDC42P4	0	0	0	0	0	0
MCUB	168	181	319	292	368	382
HIGD1AP14	1	0	0	0	1	0
CASP6	317	299	181	183	213	269
AC004067.1	1	2	1	1	1	3
PLA2G12A	540	449	616	567	599	819
AC126283.2	206	147	250	207	212	274
CFI	12	16	0	0	4	2
AC126283.1	1	0	0	0	2	1
GAR1	312	295	598	523	416	519
RRH	12	5	1	8	9	13
LRIT3	4	4	2	1	6	6
KRT19P3	0	0	0	0	0	0
EGF	10	10	3	3	4	11
RNU6-35P	0	0	0	0	0	0
ELOVL6	1177	1337	995	1106	841	1053
RN7SL275P	0	0	0	0	0	0
AC093770.1	0	0	0	0	0	0
HSBP1P2	0	0	1	0	0	0
RNF14P2	0	0	0	0	0	0
RNU6-205P	0	0	0	0	0	0
ZBED1P1	0	0	0	0	0	0
ENPEP	173	191	55	61	102	111
RPL7L1P13	0	0	0	0	0	1
ZNF969P	6	1	3	3	3	0
AC093872.1	0	0	0	0	0	0
AC098798.1	0	1	0	1	1	0
PANCR	1	0	0	2	1	0
PITX2	145	118	88	95	113	154
LINC01438	0	0	0	0	0	0
MIR297	0	0	0	0	0	0
LYPLA1P2	0	0	0	0	0	0
AC004062.1	0	0	0	0	0	0
RNU6-289P	0	0	0	0	0	0
AC083795.1	0	0	0	0	0	0
AC083795.2	0	0	0	0	0	0
AC139718.2	0	0	0	0	0	0
AC139718.1	0	0	0	0	0	0
AC004704.1	1	0	0	0	1	0
CCDC34P1	0	0	0	0	0	0
TUBB8P3	0	0	0	0	0	0
AC093663.1	0	0	0	0	0	0
FAM241A	104	135	442	466	427	466
AC093663.2	1	0	2	1	2	3
AC109347.1	8	14	13	9	25	13
AP1AR	637	608	1230	1201	1059	1138
AC109347.2	3	2	2	4	2	5
TIFA	223	240	512	573	414	570
ALPK1	334	362	475	471	546	506
RTEL1P1	1	5	3	4	2	2
TOX4P1	3	7	0	4	2	6
NEUROG2	0	2	1	3	2	5
NEUROG2-AS1	0	2	0	1	0	0
RPL23AP94	0	0	0	0	0	0
ZGRF1	55	44	397	373	342	413
H3P14	0	1	0	0	0	2
LARP7	904	856	1113	1042	1119	1174
MIR302CHG	0	0	1	0	0	0
MIR367	0	0	0	0	0	0
MIR302D	0	0	0	0	0	0
MIR302A	0	0	0	0	0	0
MIR302C	0	0	0	0	0	0
MIR302B	0	0	0	0	0	0
OSTCP4	0	0	0	0	0	0
AC106864.1	0	0	0	0	0	0
WRBP1	0	0	0	0	0	0
AC017007.4	0	0	0	0	0	0
AC017007.1	0	0	0	0	0	0
RPL7AP30	8	6	9	10	4	9
AC017007.5	0	0	0	0	0	0
ANK2	44	28	118	90	91	75
AC017007.3	0	0	0	2	3	1
AC017007.6	0	0	0	0	0	0
AC017007.2	0	0	0	0	0	0
ANK2-AS1	0	0	0	0	0	0
AC093879.1	0	0	0	0	0	0
MIR1243	0	0	1	0	0	0
MIR8082	0	0	0	0	0	0
AC004057.1	84	67	67	65	72	69
RN7SL184P	0	0	0	0	0	0
RNU1-138P	0	0	0	0	0	0
CAMK2D	1354	1309	969	969	1354	1523
AC111193.1	0	0	0	0	0	0
ARSJ	47	49	92	65	59	69
AC104779.1	0	0	0	0	0	0
AC093815.1	0	0	0	0	0	0
UGT8	357	371	449	417	357	454
MIR577	0	0	0	0	0	0
CIR1P2	0	0	0	0	0	0
RN7SL808P	0	0	0	0	0	0
NDST4	0	2	0	0	1	0
MRPS33P3	0	0	0	0	0	0
RPF2P2	0	0	0	0	0	0
PGAM4P2	0	0	0	0	0	0
KRT18P21	0	0	0	0	1	0
AC027613.1	0	0	0	0	0	0
EIF3KP3	0	0	0	0	0	0
TTC39CP1	0	0	0	0	0	0
MTRNR2L13	0	0	0	0	0	0
MIR1973	0	0	0	0	0	0
TRMT112P1	0	0	0	0	0	0
CUL4AP1	0	0	0	0	0	0
AC106892.1	0	0	0	0	0	0
ACTN4P1	0	0	0	2	0	1
AC093765.5	0	0	0	0	0	0
AC093765.4	0	0	0	0	0	0
AC093765.3	0	0	0	0	0	0
AC093765.2	0	0	0	0	0	0
RNU6-119P	0	0	0	0	0	0
AC093765.1	0	0	0	0	0	0
TRAM1L1	0	0	0	0	0	0
AC107399.1	0	0	0	0	0	0
LINC02262	0	0	0	0	0	0
LINC02263	0	0	0	0	0	0
LINC01378	0	0	0	0	0	0
RPSAP35	0	0	0	0	0	0
NT5C3AP1	12	4	5	6	5	8
AC092661.1	0	0	0	0	0	0
LINC02264	0	0	0	0	0	0
NDST3	4	10	2	0	2	0
FKBP4P1	0	1	2	0	0	0
SNHG8	713	761	847	848	963	971
SNORA24	11	6	16	18	20	13
PRSS12	289	265	335	346	439	455
NDUFS5P5	0	0	0	0	0	0
AC092670.1	0	0	0	0	0	0
CEP170P1	13	10	21	19	13	13
AC110079.1	148	125	185	185	202	199
RNU6-1054P	0	0	0	1	0	0
CICP16	0	0	0	0	0	1
SEPTIN14P4	1	2	0	1	1	3
METTL14-DT	3	4	2	2	3	3
METTL14	647	639	539	566	580	701
SEC24D	629	713	628	603	604	724
SYNPO2	53	47	18	14	48	27
AC096745.1	0	0	0	0	0	0
MYOZ2	0	0	0	0	1	0
AC092656.1	1	4	5	6	2	9
USP53	633	668	994	972	782	864
C4orf3	612	543	750	825	793	1214
FABP2	0	0	0	0	0	0
KLHL2P1	1	6	9	8	13	17
RNU4-33P	0	0	0	0	0	0
AC110373.1	0	0	0	0	0	0
GTF2IP12	139	151	117	132	153	152
AC093752.3	2	1	1	1	1	5
RNU6-1217P	0	0	0	0	0	1
AC093752.1	42	31	74	68	93	107
AC093752.2	3	0	2	2	1	3
PDE5A	224	207	107	91	77	134
AC080089.1	0	0	0	0	0	0
AC080089.2	1	0	0	1	0	0
LINC01365	0	0	0	0	0	0
AC097173.2	0	0	0	0	0	0
LINC02502	0	0	0	0	0	0
AC097173.1	0	0	0	0	0	0
AC097173.3	0	0	0	0	0	1
MAD2L1	508	501	3012	2819	2617	3850
AC073475.1	3	0	5	2	2	3
LTV1P1	0	0	0	0	0	0
SAR1AP3	0	0	0	0	0	0
AC025741.1	0	0	0	1	0	0
PRDM5	42	28	79	68	81	107
RNU6-550P	0	0	0	0	0	0
SETP12	0	0	0	0	0	0
NDNF	5	4	1	4	9	10
RN7SKP137	0	0	0	0	0	0
AC105254.1	0	0	0	0	0	0
AC105254.2	0	0	0	0	0	0
TNIP3	0	0	0	0	0	0
RNU6-948P	0	0	0	0	0	0
QRFPR	0	0	0	0	0	0
AC093867.1	0	0	0	0	0	0
AC093816.1	0	0	0	1	0	0
TUBB4BP5	0	0	0	0	0	0
ANXA5	2527	2575	2996	2900	3015	3450
TMEM155	0	0	0	0	0	0
AC079341.1	0	0	0	0	0	0
EXOSC9	318	356	1054	948	1020	1137
CCNA2	338	358	2178	2129	1993	2634
BBS7	297	327	346	346	392	441
AC079341.2	0	0	0	1	0	0
TRPC3	21	10	6	2	8	11
AC097533.1	0	0	0	0	0	3
RN7SL335P	0	0	0	0	0	0
KIAA1109	1750	1900	1060	1032	1277	1346
ADAD1	0	0	0	0	0	0
IL2	0	1	0	0	0	0
IL21	0	0	0	0	0	0
IL21-AS1	1	0	0	1	0	0
AC053545.1	2	1	1	2	1	3
CETN4P	4	11	6	6	8	7
BBS12	158	130	57	60	62	74
AC021205.2	0	0	0	0	0	0
FGF2	103	80	338	326	181	185
AC021205.1	0	0	0	0	0	0
AC021205.3	4	10	16	12	23	18
NUDT6	100	97	70	69	101	132
SPATA5	161	117	450	456	374	536
AC026402.1	0	0	0	0	0	0
AC026402.2	0	0	0	0	0	0
SPRY1	17	13	58	68	67	109
AC093821.1	0	0	0	0	0	0
LINC02435	0	0	0	0	0	0
LINC01091	0	0	0	1	0	1
AC096732.1	0	0	0	0	0	0
RPL21P50	0	0	0	0	0	0
AC093767.1	0	0	0	0	0	0
AC108075.1	0	0	0	0	0	0
PPIAP76	0	0	0	0	0	0
AC121154.1	0	0	0	0	0	0
AC133530.1	0	0	0	0	0	0
AC097474.1	0	0	0	0	0	0
TECRP2	0	0	0	0	0	0
LINC02516	0	1	0	0	2	0
ANKRD50	825	820	706	741	790	999
FAT4	179	203	47	47	85	132
AC079835.1	0	0	0	0	0	0
MIR2054	0	0	0	0	0	0
AC104664.1	0	0	0	0	0	0
NUP58P1	0	0	0	0	0	0
TMEM248P1	0	0	0	0	0	0
LINC02379	0	0	0	0	0	0
H3P15	1	0	0	0	0	0
AC097528.1	0	0	0	0	0	0
RBM48P1	0	0	0	0	0	0
AC097378.1	0	0	0	0	0	0
AC096773.1	0	0	0	0	0	0
AC093772.1	0	0	0	0	0	0
AC093772.2	0	0	0	0	0	0
AC097462.1	0	0	0	0	0	0
AC097462.2	0	0	0	0	0	0
AC097462.3	3	1	0	0	1	0
INTU	660	600	286	322	421	489
SLC25A31	3	0	1	0	1	1
HSPA4L	415	415	518	577	519	700
AC093591.3	1	0	1	2	2	2
AC093591.1	5	2	0	2	4	2
AC093591.2	1	2	0	1	0	2
PLK4	158	173	768	852	741	934
RNU6-583P	2	4	4	4	5	3
MFSD8	252	254	149	170	206	277
ABHD18	251	246	237	210	239	302
LARP1B	415	405	766	695	627	735
AC099340.1	0	0	0	0	0	0
FOSL1P1	0	1	1	0	0	1
PGRMC2	898	893	799	804	727	1053
