KDM6A_KO_41_S19	KDM6A_KO_51_S21	KDM6A_KO_54_S22	UT_24_1_S52	UT_24_2_S53
AC012306.1	0	0	0	0	0
SAP130	171.73185119604	197.144853320975	180.703153943611	214.820521962953	204.986320868328
AC108059.3	0	0	0	0	0
AC108059.1	0	0	0	0	0
UGGT1	1226.31054304778	1080.35379619895	1088.66244384061	889.139813828612	916.893438718193
SRMP3	0	0	0	0	0
AC108059.2	0	0	0	0	0
DYNLT3P2	0	0	0	0.387762675023381	0
RPL14P6	0	0	0	0	0
RPL21P34	0	0	0	0	0
HS6ST1	159.638058858291	163.63022825641	198.477234659376	225.290114188584	253.997011896183
AC013277.1	0	0	0	0	0
RNA5SP103	0	0	0	0	0
ISCA1P6	0	0	0	0	0
AC012451.1	0	0	0	0	0
AC068483.1	0	0	0	0	0
LINC01854	0	0	0	0	0
PPIAP65	0	0	0	0	0
LINC02572	0	0	1.48117339298042	0	0.357742270276314
AC079776.5	0	0	0	0	0
PLAC9P1	0	0	0	0	0
LINC01856	0	0	0	0	0
RPL22P7	0	0	0	0	0
RAB6C-AS1	0	3.94289706641951	0	0	0
RAB6C	2.41875846754986	1.97144853320975	4.44352017894125	0	1.07322681082894
AC079776.3	0	0	0	0	0
AC079776.4	2.41875846754986	3.94289706641951	1.48117339298042	2.32657605014029	2.5041958919342
AC079776.2	0	0	0	0	0
AC079776.1	0	1.97144853320975	0	0	0
ARHGAP42P2	0	0	0	0	0
FAR2P1	7.25627540264959	9.85724266604877	11.8493871438433	11.6328802507014	8.94355675690785
AC018865.2	14.5125508052992	19.7144853320975	29.6234678596083	17.4493203760521	16.4561444327104
KLF2P1	0	0	0	0	0
CYP4F27P	0	1.97144853320975	4.44352017894125	2.32657605014029	1.78871135138157
POTEF	19.3500677403989	5.91434559962926	23.6987742876867	10.0818295506079	9.30129902718416
AC018865.1	0	0	0	0	0
POTEF-AS1	0	0	0	0	0
RNU6-1049P	0	0	0	0	0
MED15P9	0	0	1.48117339298042	0.775525350046762	0.715484540552628
CCDC74B	9.67503387019945	7.88579413283902	14.8117339298042	11.245117575678	13.2364640002236
SMPD4	440.214041094075	362.746530110595	436.946150929223	580.092961834978	555.931488009392
MZT2B	430.539007223875	514.548067167746	499.155433434401	467.641786078197	426.428786169366
TUBA3E	0	0	0	0	0
AC018804.1	0	0	0	0	1.43096908110526
RHOQP3	2.41875846754986	3.94289706641951	1.48117339298042	0.387762675023381	0
NOC2LP1	7.25627540264959	7.88579413283902	13.3305605368238	14.7349816508885	15.7406598921578
AC134915.1	0	0	0	0	0
MED15P5	0	0	0	0	0
MTND1P29	0	0	0	0	0
MTND2P22	0	0	0	0	0
MTCO1P7	0	0	0	0	0
MTCO2P7	0	0	0	0	0
MTATP6P7	0	0	0	0	0
MTCO3P7	0	0	0	0	0
AC068137.1	0	0	0	0	0
AC068137.2	0	0	0	0	0
MTND4P27	0	0	0	0	0
MTND5P29	0	0	0	0	0
MTND6P8	0	0	0	0	0
MTCYBP8	0	0	0	0	0
RPL19P4	0	0	0	0	0
TEKT4P3	0	0	0	0	0
AC132479.1	0	0	0	0	0
CCDC115	62.8877201562964	82.8008383948097	66.6528026841188	84.1445004800736	94.8017016232232
IMP4	304.763566911283	303.603074114302	265.130037343495	347.823119495973	379.922291033445
PTPN18	104.006614104644	112.372566392956	114.050351259492	165.18689955996	150.967238056604
FAR2P2	2.41875846754986	0	0	0.775525350046762	0.357742270276314
KLF2P2	0	0	0	0	0
CYP4F62P	0	0	0	0	0
POTEI	0	0	7.40586696490209	1.9388133751169	0
RNU6-473P	0	0	0	0	0
AC013269.2	0	0	0	0	0
AC013269.3	0	0	0	0	0
CFC1B	0	0	0	0	0
AC013269.1	0	0	0	0	0
PRSS40B	0	0	0	0	0
PRSS40A	0	0	0	0	0
AC140481.2	0	0	0	0	0
CFC1	0	0	0	0	0
AC140481.3	0	0	0	0	0
POTEJ	0	0	0	0	0
RNU6-848P	0	0	0	0	0
CYP4F30P	0	0	0	0.387762675023381	0.357742270276314
AC140481.4	0	1.97144853320975	0	0	0.357742270276314
FAR2P3	0	1.97144853320975	0	0	0.357742270276314
KLF2P3	0	0	0	0	0
GPR148	0	0	0	0	0
AC140481.1	0	0	0	0	0
AMER3	0	0	0	0	0
CYCSP8	0	0	0	0	0
AC133785.1	0	0	1.48117339298042	4.65315210028057	4.65064951359208
ARHGEF4	104.006614104644	157.71588265678	84.4268833998838	103.532634231243	96.9481552448811
AC112786.1	0	0	0	0	0
AC112786.2	0	0	0	0	0
SMIM39	0	0	0	0	0
FAM168B	1473.02390673787	1387.89976737967	1390.82181600861	1071.3882710896	1068.57616131535
PLEKHB2	1076.34751805969	1070.4965535329	986.461479724958	944.977639031979	972.343490611021
NEK2P4	0	0	0	0	0
AC009477.1	0	0	0	0	0
NF1P8	0	0	0	0	0
AC131180.1	0	0	0	0	0
MED15P8	0	0	0	0	0
POTEE	14.5125508052992	3.94289706641951	5.92469357192167	5.81644012535071	4.65064951359208
RNU6-127P	0	0	0	0	0
FAR2P4	0	0	1.48117339298042	1.16328802507014	0.357742270276314
KLF2P4	0	0	0	0	0
AC073869.5	0	0	0	0	0
ARHGAP42P1	0	0	0	0.387762675023381	0
AC073869.7	0	0	0	0	0
SSBP3P2	0	0	0	0	0
RAB6D	14.5125508052992	5.91434559962926	2.96234678596083	3.48986407521043	4.29290724331577
AC073869.3	0	0	0	0	0
MTCYBP10	0	0	0	0	0
MTND6P10	0	0	0	0	0
MTND5P23	0	0	0	0	0
MTND4P21	0	0	0	0	0
AC073869.4	0	0	0	0	0
MTND3P18	0	0	0	0	0
MTCO3P18	0	0	0	0	0
MTATP6P4	0	0	0	0	0
MTCO2P18	0	0	0	0	0
MTCO1P18	0	0	0	0	0
MTND2P18	0	0	0	0	0
MTND1P26	0	0	0	0	0
MED15P3	0	0	0	0	0
AC073869.2	0	0	0	0	0
LINC01120	0	0	0	0	0
AC073869.6	0	0	0	0	0
GNAQP1	2.41875846754986	1.97144853320975	2.96234678596083	2.32657605014029	1.07322681082894
NOC2LP2	0	0	1.48117339298042	0.387762675023381	1.07322681082894
RHOQP2	4.83751693509972	3.94289706641951	4.44352017894125	0.387762675023381	0.715484540552628
AC073869.1	0	0	0	0	0
MZT2A	217.688262079488	197.144853320975	225.138355733023	278.413600666787	271.526383139722
TUBA3D	0	0	0	0.387762675023381	0
MIR4784	2.41875846754986	0	1.48117339298042	0.387762675023381	1.07322681082894
SMPD4BP	96.7503387019945	124.201257592215	128.862085189296	135.716936258183	121.990114164223
CCDC74A	31.4438600781482	41.4004191974049	59.2469357192167	68.6339934791384	49.010691027855
MED15P4	0	0	0	0.387762675023381	0
AC093838.1	0	0	0	0	0
POTEKP	0	0	0	0.387762675023381	0.357742270276314
RNU6-617P	0	0	0	0	0
LINC01087	0	0	0	0	0
GRAMD4P8	0	0	0	0	0
C2orf27A_1	41.1188939483477	39.4289706641951	38.5105082174909	37.6129794772679	41.1403610817761
AC093838.2	2.41875846754986	1.97144853320975	0	3.87762675023381	4.29290724331577
C2orf27A_2	24.1875846754986	21.6859338653073	23.6987742876867	20.5514217762392	22.1800207571315
TOMM40P4	7.25627540264959	1.97144853320975	0	1.9388133751169	0.715484540552628
AC093724.1	0	0	1.48117339298042	0.387762675023381	0.357742270276314
C2orf27B	0	0	0	0.387762675023381	0.357742270276314
AC103564.3	0	1.97144853320975	0	0.775525350046762	0.357742270276314
AC103564.1	0	1.97144853320975	0	1.16328802507014	0
AC103564.2	0	0	0	0	0.357742270276314
AJ239322.2	0	0	0	0	0
AJ239322.1	0	0	0	0	0
LINC01945	0	0	0	0	0
AC093787.2	0	0	0	0	0
AC093787.1	0	0	0	0	0
AC098826.3	0	0	0	0	0
AC098826.1	0	0	0	0	0
AC098826.2	0	0	0	0	0
ANKRD30BL	0	0	0	0	0
RNU6-1132P	0	0	0	0	0
RNA5-8SP5	0	0	0	0	0
MIR663B	0	0	0	0	0
CDC27P1	0	0	2.96234678596083	1.55105070009352	0.715484540552628
AC097532.1	0	0	0	0	0
ZNF806	0	0	0	0	0
AC097532.2	0	1.97144853320975	0	0.775525350046762	0.357742270276314
AC097532.3	4.83751693509972	5.91434559962926	2.96234678596083	3.48986407521043	0.357742270276314
FAM201B	0	0	0	0.775525350046762	0
RNU6-175P	0	0	0	0	0
GPR39	31.4438600781482	11.8286911992585	19.2552541087454	21.3269471262859	21.1067939463025
YBX1P7	0	0	0	0	0
RN7SKP103	0	0	0	0	0
LYPD1	0	0	0	0	0
AC010974.1	0	0	0	0.775525350046762	0
NCKAP5	2.41875846754986	1.97144853320975	1.48117339298042	0.387762675023381	0
AC010974.2	0	0	0	0	0
AC016909.1	0	0	0	0	0
NCKAP5-AS1	0	0	0	0	0
AC011755.1	0	0	0	0	0
NCKAP5-AS2	0	0	0	0	0
RNU6-579P	0	0	0	0	0
RN7SKP154	0	0	0	0	0
NCKAP5-IT1	0	0	0	0	0
AC011243.1	0	0	0	0	0
RN7SKP93	0	0	0	0	0
AC092623.1	0	0	0	0	0
MGAT5	316.857359249032	305.574522647512	337.707533599535	377.680845472773	360.246466168248
MIR3679	0	0	0	0	0
RNA5SP104	0	0	0	0	0.357742270276314
EDDM3CP	0	0	0	0	0
TMEM163	0	0	2.96234678596083	0.387762675023381	0
AC110620.2	0	0	0	0	0
CCNT2-AS1	7.25627540264959	9.85724266604877	5.92469357192167	13.9594563008417	13.2364640002236
VDAC2P4	0	0	0	0	0
AC110620.1	0	0	0	0	0
ACMSD	0	0	0	0	0
MIR5590	0	0	0	0	0
CCNT2	270.900948365585	226.716581319122	327.339319848672	248.943637365011	278.323486274972
MAP3K19	0	0	0	0	0
RAB3GAP1	708.69623099211	654.520913025639	681.339760770992	542.867745032733	488.318198927169
SNORA40B	0	0	0	0	0
ZRANB3	91.9128217668948	80.8293898615999	149.598512691022	113.614463781851	116.981722380355
G3BP1P1	2.41875846754986	0	0	0.387762675023381	1.07322681082894
R3HDM1	425.701490288776	372.603772776644	456.201405037969	393.191352473708	423.209105736879
RNU6-512P	0	0	0	0	0
MIR128-1	0	0	0	0	0
UBXN4	931.222010006697	895.037634077229	944.988624721506	720.075287518418	797.049778175627
LCT	2.41875846754986	0	0	0	0.357742270276314
AC011893.1	0	0	0	0	0
LCT-AS1	0	0	0	0	0
MCM6	669.996095511312	745.207545553287	611.724611300912	908.140184904758	969.123810178535
MANEALP1	0	0	0	0	0
DARS1	960.247111617295	741.264648486868	919.808677040839	1111.71558929203	1283.22152348114
DARS-AS1	2.41875846754986	1.97144853320975	4.44352017894125	10.4695922256313	13.5942062704999
AC068492.1	0	0	0	0.387762675023381	0
CXCR4	0	3.94289706641951	0	10.4695922256313	8.94355675690785
HNRNPKP2	29.0251016105983	19.7144853320975	23.6987742876867	22.4902351513561	17.8871135138157
AC112255.1	0	0	0	0	0
UBBP1	0	0	0	0	0.357742270276314
RN7SKP141	0	0	0	0	0
SMC4P1	0	0	0	0	0
THSD7B	0	0	0	0	0
RNA5SP105	0	0	0	0	0
AC016679.1	0	0	0	0	0
HNMT	2.41875846754986	0	0	0	0
LINC01832	0	0	0	0	0
RPL15P5	0	0	1.48117339298042	0	0.357742270276314
YWHAEP5	0	1.97144853320975	1.48117339298042	0.775525350046762	0.715484540552628
IDI1P1	0	0	0	0	0.357742270276314
RNF14P1	0	1.97144853320975	0	0	0
AC114763.1	2.41875846754986	3.94289706641951	0	3.10210140018705	2.14645362165788
AC114763.2	0	0	0	0	0
SPOPL	534.545621328519	437.661574372566	545.071808616794	475.397039578665	576.680539685418
AC092620.1	62.8877201562964	37.4575221309853	77.0210164349817	81.8179244299334	93.7284748123943
AC092620.2	0	0	0	0	0
LINC02631	0	0	0	0.775525350046762	0.715484540552628
NXPH2	0	5.91434559962926	2.96234678596083	5.42867745032733	3.21968043248683
RN7SKP286	0	0	0	0	0
YY1P2	0	0	0	0	0
AHCYP4	0	0	0	0	0
AC023468.1	0	0	0	0	0
AC013265.1	0	0	0	0	0
AC062021.1	0	0	0	0	0
AC016710.2	0	0	0	0	0
AC016710.1	0	0	0	0	0
MRPS18BP2	0	0	0	0	0
RPL9P13	0	0	0	0	0
AC078851.1	0	0	0	0	0
RN7SL283P	0	0	0	0	0
LINC01853	0	0	0	0	0
MTCO1P44	0	0	0	0	0
MTND2P19	0	0	0	0	0
MTND1P27	0	0	0	0	0
LRP1B	14.5125508052992	37.4575221309853	62.2092825051775	0.775525350046762	1.78871135138157
AC092156.1	0	1.97144853320975	1.48117339298042	0	0
MIR7157	0	0	0	0	0
COPRSP1	0	0	0	0	0
LRRC57P1	0	0	0	0	0
AC073319.1	0	0	0	0	0
RNU6-904P	0	0	0	0	0
RPS16P3	0	0	0	0	0
AC078882.1	0	1.97144853320975	0	0	0
UBE2V1P14	0	0	0	0	0
RRN3P4	0	0	0	0	0
KYNU	0	0	5.92469357192167	0.775525350046762	1.43096908110526
SFXN4P1	0	0	0	0	0
ARHGAP15	0	0	0	0	0
MTCYBP11	0	0	0	0	0
MTND6P11	0	0	0	0	0
MTND5P24	0	0	0	0	0
MTND4P22	0	0	0	0	0
MTND4LP12	0	0	0	0	0
MTND3P9	0	0	0	0	0
MTCO3P5	0	0	0	0	0
MTATP6P5	0	0	0	0	0
MTCO2P5	0	0	0	0	0
AC013437.1	0	0	0	0	0
AC079793.1	0	0	0	0	0.357742270276314
AC092652.2	0	0	0	0	0
ARHGAP15-AS1	0	0	0	0	0
AC092652.1	0	0	0	0.387762675023381	0
AC079584.2	0	0	0	0	0
AC079584.1	0	0	0	0	0
AC016910.1	0	0	0	0	0
AC016910.2	0	0	0	0	0
GTDC1	96.7503387019945	102.515323726907	75.5398430420013	64.7563667289046	70.4752272444339
ZEB2	0	0	1.48117339298042	0	0.357742270276314
AC009951.5	0	0	0	0	0
AC009951.4	0	0	0	0	0
ZEB2-AS1	0	0	0	0	0
AC009951.2	0	0	0	0	0
AC009951.1	0	0	0	0	0
AC009951.3	0	0	0	0	0
AC009951.6	0	0	0	0	0
LINC01412	0	0	0	0	0
TEX41	0	0	0	0	0
AC023128.1	0	0	0	0	0
AC023128.2	0	0	0	0	0
SGCEP1	0	0	0	0	0
LINC01966	0	0	0	0	0
AC096666.1	0	0	0	0	0
RPL6P5	0	0	0	0	0
AC092484.1	0	0	0	0	0
AC079163.2	0	0	0	0	0
AC079163.1	0	0	0	0	0
METAP2P1	0	0	0	0	0
AC079248.1	0	0	0	0	0
AC079248.2	0	0	0	0	0
RNU7-2P	0	0	0	0	0
RPL17P12	0	0	0	0	0
OTX2P2	0	0	0	0	0
PABPC1P2	0	0	0	0	0
AC103881.1	0	0	0	0	0
LINC01911	0	0	0	0	0
AC062032.1	0	0	0	0	0
AC018678.1	0	0	0	0	0
RNU6-692P	0	0	0	0	0
AC013406.1	0	0	0	0	0
RNU6-715P	0	0	0	0	0
RNA5SP106	0	0	0	0	0
AC009480.2	0	0	0	0	0
ACVR2A	53.212686286097	69.0006986623414	77.0210164349817	74.0626709294657	66.8978045416707
RNU6-1275P	0	0	0	0	0
AC009480.1	0	0	0	0	0
ORC4	251.550880625186	222.773684252702	253.280650199651	237.310757114309	222.157949841591
MBD5	111.262889507294	120.258360525795	100.719790722668	101.981583531149	90.8665366501837
AC019226.1	2.41875846754986	0	0	0.387762675023381	0
AC019226.2	0	0	0	0	0
AC019070.1	0	0	0	0	0
USP12P2	0	0	0	0	0
RPS29P8	0	0	0	0	0
EPC2	282.994740703334	161.6587797232	226.619529126004	192.71804948662	174.578227894841
RNU2-9P	0	0	0	0	0
UBBP3	0	0	1.48117339298042	0	0
KIF5C-AS1	7.25627540264959	7.88579413283902	7.40586696490209	0.775525350046762	0.357742270276314
RPS20P13	0	1.97144853320975	1.48117339298042	0.387762675023381	0.715484540552628
USP8P2	4.83751693509972	1.97144853320975	2.96234678596083	0.387762675023381	0
KIF5C	45.9564108834474	96.600978127278	125.899738403335	99.2672448059855	99.4523511368153
AC105402.1	2.41875846754986	3.94289706641951	2.96234678596083	3.10210140018705	3.93516497303945
LYPD6B	60.4689616887466	33.5146250645658	42.9540283964321	20.1636591012158	21.4645362165788
TXNP5	0	0	0	0	0
AC009230.1	0	0	0	0	0
FAM8A3P	0	0	0	0	0
LYPD6	38.7001354807978	35.4860735977756	32.5858146455692	49.2458597279694	60.4584436766971
RPL17P13	0	0	0	0	0
MMADHC	899.778149928549	690.006986623414	700.595014879737	680.523494666033	695.093231146878
MMADHC-DT	4.83751693509972	0	1.48117339298042	0	0.357742270276314
RNU6-601P	0	0	0	0	0
LINC01931	0	0	0	0	0
AC016682.1	0	0	0	0	0
LINC01818	0	0	0	0	0
LINC01817	0	0	0	0	0
RND3	287.832257638434	193.201956254556	232.544222697926	95.0018553807283	110.542361515381
LINC01920	0	0	0	0	0
AC104777.2	0	0	0	0	0
AC104777.1	0	0	0	0	0
LINC02612	0	0	0	0	0
AC023469.2	0	0	0	0	0
AC023469.1	0	0	0	0	0
AC018731.1	0	0	0	0	0
FABP5P10	0	0	0	0	0
RBM43	41.1188939483477	49.2862133302439	57.7657623262363	56.6133505534136	68.6865158930523
NMI	38.7001354807978	33.5146250645658	34.0669880385496	28.3066752767068	30.765835243763
TNFAIP6	0	0	0	0	0
MIR4773-2	0	0	0	0	0
MIR4773-1	0	0	0	0	0
RN7SL124P	0	0	0	0	0
RIF1	488.589210445072	410.061294907629	420.653243606439	565.357980184089	624.618003902444
NEB	14.5125508052992	15.771588265678	4.44352017894125	4.65315210028057	3.21968043248683
ARL5A	336.207426989431	427.804331706517	346.594573957418	433.906433351163	540.906312657787
AC097448.1	0	0	0	0	0
AC068547.1	178.98812659869	191.230507721346	143.673819119101	231.882079663982	264.371537734196
CACNB4	9.67503387019945	3.94289706641951	1.48117339298042	12.4084056007482	15.7406598921578
AC079790.1	0	0	0	0	0
STAM2	261.225914495385	228.688029852332	210.326621803219	172.942153060428	184.237269192302
RPL30P2	0	0	0	0	0
AC079790.2	0	0	0	0.387762675023381	1.07322681082894
AC079347.1	0	0	0	0	0
FMNL2	343.46370239208	341.060596245288	349.556920743378	304.005937218331	367.043569303498
AC012066.1	0	0	0	0.387762675023381	0.715484540552628
AC012066.2	0	0	0	0	0
AC012443.1	0	0	0	0	0
AC012443.2	0	1.97144853320975	2.96234678596083	3.87762675023381	2.14645362165788
PRPF40A	1378.69232650342	1385.92831884646	1448.58757833485	1479.3146052142	1638.45959786552
ARL6IP6	178.98812659869	163.63022825641	119.975044831414	298.965022443027	316.601909194538
AC009969.1	0	0	0	0	0
UBQLN4P2	0	0	0	0	0
ATP5PBP4	0	0	0	0	0
AC011901.1	0	0	0	0	0
AC079150.1	0	0	0	0	0
LINC01850	0	0	0	0	0
RPL23AP29	0	0	0	0	0
AC012501.3	0	0	0	0	0
AC012501.2	0	0	0	0	0
AC012501.1	0	0	0	0	0
RPRM	0	0	1.48117339298042	0.387762675023381	0.357742270276314
DNAJA1P2	0	0	0	0	0
GALNT13	4.83751693509972	3.94289706641951	8.8870403578825	1.9388133751169	4.29290724331577
PHBP4	0	0	0	0	0
AC009227.1	0	0	0	0	0
AC009227.2	0	0	0	0	0
RNA5SP107	0	0	0	0	0
AC061961.1	0	0	0	0	0
KCNJ3	0	0	0	0	0
CBX3P6	0	0	0	0	0
AC092625.1	0	0	0	0	0
RNU6-1001P	0	0	0	0	0
MTCO1P45	0	0	0	0	0
MTND2P20	0	0	0	0	0
ATP5F1AP2	0	3.94289706641951	0	0.775525350046762	1.78871135138157
MTND4P28	0	0	0	0	0
MTND5P30	0	0	0	0	0
MTND6P9	0	0	0	0	0
MTCYBP9	0	0	0	0	0
RNU6-546P	0	0	0	0	0
AC073225.1	0	0	0	0	0
LINC01876	24.1875846754986	19.7144853320975	17.774080715765	17.0615577010288	18.9603403246446
AC073551.1	0	0	0	0.387762675023381	0
AC074099.1	0	0	0	0	0
NR4A2	418.445214886126	518.490964234166	330.301666634633	122.145242632365	128.07173275892
GPD2	684.508646316611	760.979133818965	623.573998444756	901.548219429361	1087.17875936972
LINC01958	0	0	0	0	0
RPLP0P7	0	0	0	0	0
AC096589.2	0	0	0	0	0
AC096589.1	0	0	0	0	0
AC108057.1	0	0	0	0	0
CDK7P1	0	0	1.48117339298042	0	1.07322681082894
GALNT5	304.763566911283	145.887191457522	69.6151494700796	211.718420562766	262.582826382814
RN7SKP281	0	0	0	0	0
ERMN	0	0	0	0	0
FAM133DP	16.931309272849	15.771588265678	14.8117339298042	8.53077885051438	8.58581448663153
CYTIP	0	0	0	0	0
ACVR1C	12.0937923377493	29.5717279981463	11.8493871438433	15.5105070009352	17.5293712435394
AC019186.1	0	0	0	0	0.357742270276314
ACVR1	145.125508052992	138.001397324683	170.334940192748	138.431274983347	140.234969948315
UPP2	0	0	0	0.387762675023381	0
AC013731.1	0	0	0	0	0.715484540552628
RNU6-436P	0	0	0	0	0
AC091488.1	0	0	0	0.775525350046762	0
MTA3P1	0	0	0	0	0
RNU6-932P	0	0	0	0	0
PTP4A1P1	0	0	0	0	0
UPP2-IT1	0	0	0	0	0
CCDC148-AS1	0	0	0	0	0
CCDC148	2.41875846754986	5.91434559962926	1.48117339298042	6.59196547539747	6.79710313524996
HNRNPDLP2	0	0	0	0	0
RN7SL393P	0	0	0	0	0
PKP4	665.158578576212	475.119096503551	651.716292911384	542.47998235771	558.793426171602
RPL7AP22	0	0	0	0	0
PKP4-AS1	0	0	0	0.387762675023381	0
AC005042.1	0	0	0	0	0
AC005042.2	0	0	0	0	0
DAPL1	0	0	0	0	0.357742270276314
AC064843.1	0	0	0	0	0
OR7E89P	0	0	0	0	0
OR7E28P	0	0	0	0	0
OR7E90P	0	0	0	0	0
RNU2-21P	0	0	0	0	0
TANC1	149.963024988091	171.516022389249	268.092384129456	187.677134711316	221.442465301038
BTF3L4P2	43.5376524158975	29.5717279981463	26.6611210736475	20.9391844512626	25.041958919342
RNU6-580P	0	0	0	0	0
GSTM3P2	0	0	0	0	0
MIR6888	0	0	0	0	0
WDSUB1	62.8877201562964	49.2862133302439	59.2469357192167	60.4909773036474	52.2303714603418
BAZ2B	297.507291508633	287.831485848624	404.360336283654	258.249941565572	218.580527138828
AC008277.1	0	0	0	0	0
AC008277.2	0	0	0	0	0
CAPZA1P2	0	1.97144853320975	0	0.387762675023381	0
AC009506.1	0	0	0	0	0
AC009506.2	0	1.97144853320975	4.44352017894125	4.26538942525719	2.14645362165788
AC009961.1	2.41875846754986	1.97144853320975	1.48117339298042	3.10210140018705	1.78871135138157
RPS3AP13	0	0	0	0.387762675023381	0
MARCHF7	691.764921719261	650.578015959219	653.197466304364	508.356866955652	615.674447145536
CD302	0	0	0	0	0
LY75-CD302	0	0	0	0	0
AC009961.3	0	0	0	0	0
LY75	0	0	0	0	0
AC009961.2	0	0	0	0	0
PLA2R1	9.67503387019945	5.91434559962926	19.2552541087454	6.59196547539747	4.65064951359208
ITGB6	0	3.94289706641951	4.44352017894125	0.387762675023381	1.07322681082894
AC092153.1	0	1.97144853320975	0	0.387762675023381	0
LINC02478	2.41875846754986	1.97144853320975	0	0	0.715484540552628
RBMS1	145.125508052992	171.516022389249	124.418565010355	118.267615882131	142.023681299697
MIR4785	7.25627540264959	1.97144853320975	2.96234678596083	0.387762675023381	0.357742270276314
AC096656.1	0	0	0	0	0
RN7SL423P	0	0	0	0	0
AC009313.2	0	0	0	0	0
AC009313.1	0	0	0	0	0
TANK	478.914176574873	226.716581319122	208.845448410239	271.046109841343	260.436372761157
AC009299.2	2.41875846754986	5.91434559962926	1.48117339298042	1.55105070009352	6.08161859469734
LINC01806	48.3751693509972	69.0006986623414	41.4728550034517	52.7357238031798	58.6697323253155
AC009299.1	2.41875846754986	3.94289706641951	1.48117339298042	1.9388133751169	1.78871135138157
PSMD14	868.334289850401	790.550861817112	792.427765244523	1063.63301758913	988.084150503179
MXRA7P1	24.1875846754986	11.8286911992585	17.774080715765	13.5716936258183	9.30129902718416
RNA5SP108	0	0	0	1.16328802507014	0.357742270276314
TBR1	2.41875846754986	0	1.48117339298042	0.775525350046762	1.07322681082894
AC009487.1	0	0	0	0	0
AC009487.2	0	0	0	0	0.715484540552628
SLC4A10	0	0	0	0	0
AC009487.3	0	0	0	0	0
AHCTF1P1	84.6565463642452	57.1720074630829	63.6904558981579	75.6137216295593	63.6781241091839
AC092654.1	0	0	0	0	0
AC062022.1	0	0	0	0	0
AC062022.2	0	0	0	0	0
KRT18P46	0	0	0	0	0
RPEP5	0	0	0	0	0
DPP4	9.67503387019945	63.0863530627121	65.1716292911384	50.0213850780161	36.8474538384603
DPP4-DT	0	0	0	0	0.357742270276314
TIMM8AP1	0	1.97144853320975	0	0	0.357742270276314
EIF3EP2	0	0	0	0	0
AC008063.1	0	0	0	0	0
GCG	0	0	0	0	0
AC007750.1	0	0	0	0	0
FAP	0	0	0	0.387762675023381	0
IFIH1	79.8190294291454	86.7437354612292	79.9833632209425	51.960198453133	43.6445569737103
GCA	120.937923377493	138.001397324683	71.09632286306	93.8385673556582	109.111392434276
KCNH7	0	0	0	0	0
RNA5SP109	0	0	0	0	0
KCNH7-AS1	0	0	0	0	0
RPL7P61	0	0	0	0	0
RNU6-627P	0	0	0	0	0
FIGN	0	0	0	0	0
AC016766.1	0	0	0	0	0
PRPS1P1	0	0	0	0	0
CYP2C56P	0	0	0	0	0
GRB14	19.3500677403989	15.771588265678	5.92469357192167	20.9391844512626	17.5293712435394
AC107075.1	14.5125508052992	9.85724266604877	10.3682137508629	5.81644012535071	3.21968043248683
COBLL1	36.2813770132479	21.6859338653073	7.40586696490209	25.2045738765198	24.3264743787893
AC019181.1	0	0	0	0	0
SNORA70F	0	0	0	0	0
AC019197.1	0	0	1.48117339298042	0.387762675023381	0
RNA5SP110	0	0	0	0	0
RNA5SP111	0	0	0	0	0
SLC38A11	0	0	0	0	0
SCN3A	0	0	0	0	0
SCN2A	2.41875846754986	0	0	0.775525350046762	1.43096908110526
MAPRE1P3	0	0	0	0	0
AC011303.1	0	0	0	0	0
CSRNP3	0	0	0	1.9388133751169	0.715484540552628
GALNT3	62.8877201562964	13.8001397324683	16.2929073227846	75.6137216295593	84.7849180554864
AC009495.3	0	0	0	0.387762675023381	0.357742270276314
AC009495.1	0	1.97144853320975	1.48117339298042	0.387762675023381	0.715484540552628
AC009495.2	0	3.94289706641951	0	0.387762675023381	0
TTC21B	147.544266520542	69.0006986623414	100.719790722668	120.594191932271	135.584320434723
TTC21B-AS1	0	0	0	0	0
SCN1A-AS1	0	0	0	0	0
SCN1A	0	0	0	0	0
AC010127.1	0	0	0	0	0
RN7SKP152	0	0	0	0	0
SCN9A	0	0	0	0	0
SCN7A	0	0	0	0	0
AC074101.1	0	0	0	0	0
XIRP2	0	0	0	0	0
AC092601.1	0	0	0	0	0
XIRP2-AS1	0	0	0	0	0
AC073050.1	0	0	0	0	0
RNU7-148P	0	0	0	0	0
CTAGE14P	0	0	0	0	0
B3GALT1-AS1	0	0	1.48117339298042	1.55105070009352	1.07322681082894
B3GALT1	2.41875846754986	1.97144853320975	0	3.48986407521043	6.43936086497365
STK39	1265.01067852858	642.69222182638	1202.7127951001	1479.3146052142	1555.10564889114
PHF5GP	0	0	1.48117339298042	0	1.07322681082894
RN7SL813P	0	0	0	0	0
CERS6	636.133476965614	660.435258625268	660.603333269266	909.303472929828	959.464768881074
MIR4774	0	0	0	0	0
RNU6-766P	0	0	0	0	0
CERS6-AS1	0	1.97144853320975	0	2.32657605014029	2.5041958919342
NOSTRIN	70.143995558946	61.1149045295024	53.322242147295	10.8573549006547	11.8054949191184
SPC25	135.450474182792	124.201257592215	90.3515769718055	216.371572663047	232.89021794988
